Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes,Home_Win
Fri Oct 28 2016,9:30p,Golden State Warriors,122,New Orleans Pelicans,114,Box Score,,18217,,0
Sat Oct 29 2016,12:30p,Atlanta Hawks,104,Philadelphia 76ers,72,Box Score,,16312,,0
Sat Oct 29 2016,7:00p,Boston Celtics,104,Charlotte Hornets,98,Box Score,,18708,,0
Sat Oct 29 2016,7:30p,Orlando Magic,99,Cleveland Cavaliers,105,Box Score,,20562,,1
Sat Oct 29 2016,7:30p,Memphis Grizzlies,104,New York Knicks,111,Box Score,,19812,,1
Sat Oct 29 2016,8:00p,New Orleans Pelicans,79,San Antonio Spurs,98,Box Score,,18418,,1
Sat Oct 29 2016,8:00p,Brooklyn Nets,108,Milwaukee Bucks,110,Box Score,,12570,,1
Sat Oct 29 2016,8:00p,Indiana Pacers,101,Chicago Bulls,118,Box Score,,21373,,1
Sat Oct 29 2016,9:00p,Portland Trail Blazers,115,Denver Nuggets,113,Box Score,OT,18055,,0
Sat Oct 29 2016,10:30p,Minnesota Timberwolves,103,Sacramento Kings,106,Box Score,,17608,,1
Sun Oct 30 2016,4:30p,Utah Jazz,75,Los Angeles Clippers,88,Box Score,,19060,,1
Sun Oct 30 2016,6:00p,Milwaukee Bucks,83,Detroit Pistons,98,Box Score,,15161,,1
Sun Oct 30 2016,6:00p,Golden State Warriors,106,Phoenix Suns,100,Box Score,,17011,,0
Sun Oct 30 2016,6:00p,San Antonio Spurs,106,Miami Heat,99,Box Score,,19678,,0
Sun Oct 30 2016,7:00p,Los Angeles Lakers,96,Oklahoma City Thunder,113,Box Score,,18203,,1
Sun Oct 30 2016,8:00p,Washington Wizards,103,Memphis Grizzlies,112,Box Score,OT,15573,,1
Sun Oct 30 2016,8:00p,Dallas Mavericks,92,Houston Rockets,93,Box Score,,18055,,1
Mon Oct 31 2016,7:30p,Sacramento Kings,95,Atlanta Hawks,106,Box Score,,12501,,1
Mon Oct 31 2016,7:30p,Chicago Bulls,118,Brooklyn Nets,88,Box Score,,15842,,0
Mon Oct 31 2016,7:30p,Denver Nuggets,102,Toronto Raptors,105,Box Score,,19800,,1
Mon Oct 31 2016,10:30p,Phoenix Suns,98,Los Angeles Clippers,116,Box Score,,19060,,1
Tue Nov 1 2016,6:00p,Houston Rockets,120,Cleveland Cavaliers,128,Box Score,,20562,,1
Tue Nov 1 2016,7:00p,Los Angeles Lakers,108,Indiana Pacers,115,Box Score,,15348,,1
Tue Nov 1 2016,7:00p,Orlando Magic,103,Philadelphia 76ers,101,Box Score,,12529,,0
Tue Nov 1 2016,7:30p,New York Knicks,89,Detroit Pistons,102,Box Score,,13087,,1
Tue Nov 1 2016,7:30p,Sacramento Kings,96,Miami Heat,108,Box Score,OT,19612,,1
Tue Nov 1 2016,8:00p,Memphis Grizzlies,80,Minnesota Timberwolves,116,Box Score,,14774,,1
Tue Nov 1 2016,8:00p,Milwaukee Bucks,117,New Orleans Pelicans,113,Box Score,,15515,,0
Tue Nov 1 2016,8:30p,Utah Jazz,106,San Antonio Spurs,91,Box Score,,18418,,0
Tue Nov 1 2016,10:00p,Golden State Warriors,127,Portland Trail Blazers,104,Box Score,,19393,,0
Wed Nov 2 2016,7:00p,Philadelphia 76ers,93,Charlotte Hornets,109,Box Score,,15275,,1
Wed Nov 2 2016,7:00p,Toronto Raptors,113,Washington Wizards,103,Box Score,,19581,,0
Wed Nov 2 2016,7:30p,Los Angeles Lakers,123,Atlanta Hawks,116,Box Score,,13800,,0
Wed Nov 2 2016,7:30p,Detroit Pistons,101,Brooklyn Nets,109,Box Score,,13650,,1
Wed Nov 2 2016,7:30p,Houston Rockets,118,New York Knicks,99,Box Score,,19812,,0
Wed Nov 2 2016,8:00p,Chicago Bulls,100,Boston Celtics,107,Box Score,,18624,,1
Wed Nov 2 2016,8:00p,New Orleans Pelicans,83,Memphis Grizzlies,89,Box Score,OT,15881,,1
Wed Nov 2 2016,9:00p,Dallas Mavericks,81,Utah Jazz,97,Box Score,,19318,,1
Wed Nov 2 2016,10:00p,Portland Trail Blazers,115,Phoenix Suns,118,Box Score,OT,17284,,1
Wed Nov 2 2016,10:30p,Oklahoma City Thunder,85,Los Angeles Clippers,83,Box Score,,19060,,0
Thu Nov 3 2016,7:00p,Sacramento Kings,94,Orlando Magic,102,Box Score,,17026,,1
Thu Nov 3 2016,8:00p,Boston Celtics,122,Cleveland Cavaliers,128,Box Score,,20562,,1
Thu Nov 3 2016,8:00p,Indiana Pacers,107,Milwaukee Bucks,125,Box Score,,11374,,1
Thu Nov 3 2016,8:00p,Denver Nuggets,102,Minnesota Timberwolves,99,Box Score,,11219,,0
Thu Nov 3 2016,10:30p,Oklahoma City Thunder,96,Golden State Warriors,122,Box Score,,19596,,1
Fri Nov 4 2016,7:00p,Atlanta Hawks,92,Washington Wizards,95,Box Score,,14663,,1
Fri Nov 4 2016,7:30p,Charlotte Hornets,99,Brooklyn Nets,95,Box Score,,15775,,0
Fri Nov 4 2016,7:30p,Miami Heat,87,Toronto Raptors,96,Box Score,,19800,,1
Fri Nov 4 2016,8:00p,New York Knicks,117,Chicago Bulls,104,Box Score,,22376,,0
Fri Nov 4 2016,8:00p,Los Angeles Clippers,99,Memphis Grizzlies,88,Box Score,,17115,,0
Fri Nov 4 2016,8:00p,Phoenix Suns,112,New Orleans Pelicans,111,Box Score,OT,15379,,0
Fri Nov 4 2016,8:30p,Portland Trail Blazers,105,Dallas Mavericks,95,Box Score,,19475,,0
Fri Nov 4 2016,9:00p,San Antonio Spurs,100,Utah Jazz,86,Box Score,,19911,,0
Fri Nov 4 2016,10:30p,Golden State Warriors,97,Los Angeles Lakers,117,Box Score,,18997,,1
Sat Nov 5 2016,6:00p,Minnesota Timberwolves,92,Oklahoma City Thunder,112,Box Score,,18203,,1
Sat Nov 5 2016,7:00p,Denver Nuggets,86,Detroit Pistons,103,Box Score,,16218,,1
Sat Nov 5 2016,7:00p,Chicago Bulls,94,Indiana Pacers,111,Box Score,,17020,,1
Sat Nov 5 2016,7:00p,Washington Wizards,86,Orlando Magic,88,Box Score,,18846,,1
Sat Nov 5 2016,7:00p,Cleveland Cavaliers,102,Philadelphia 76ers,101,Box Score,,20497,,0
Sat Nov 5 2016,7:30p,Houston Rockets,97,Atlanta Hawks,112,Box Score,,16895,,1
Sat Nov 5 2016,8:00p,Sacramento Kings,91,Milwaukee Bucks,117,Box Score,,16021,,1
Sat Nov 5 2016,8:30p,Los Angeles Clippers,116,San Antonio Spurs,92,Box Score,,18418,,0
Sun Nov 6 2016,12:00p,Utah Jazz,114,New York Knicks,109,Box Score,,19812,,0
Sun Nov 6 2016,3:30p,Portland Trail Blazers,100,Memphis Grizzlies,94,Box Score,,16233,,0
Sun Nov 6 2016,6:00p,Sacramento Kings,96,Toronto Raptors,91,Box Score,,19800,,0
Sun Nov 6 2016,7:00p,Milwaukee Bucks,75,Dallas Mavericks,86,Box Score,OT,19345,,1
Sun Nov 6 2016,7:30p,Denver Nuggets,123,Boston Celtics,107,Box Score,,17452,,0
Sun Nov 6 2016,9:30p,Phoenix Suns,108,Los Angeles Lakers,119,Box Score,,18997,,1
Mon Nov 7 2016,7:00p,Indiana Pacers,100,Charlotte Hornets,122,Box Score,,16880,,1
Mon Nov 7 2016,7:00p,Utah Jazz,109,Philadelphia 76ers,84,Box Score,,14168,,0
Mon Nov 7 2016,7:00p,Houston Rockets,114,Washington Wizards,106,Box Score,,13173,,0
Mon Nov 7 2016,8:00p,Orlando Magic,80,Chicago Bulls,112,Box Score,,21320,,1
Mon Nov 7 2016,8:00p,Miami Heat,85,Oklahoma City Thunder,97,Box Score,,18203,,1
Mon Nov 7 2016,10:30p,New Orleans Pelicans,106,Golden State Warriors,116,Box Score,,19596,,1
Mon Nov 7 2016,10:30p,Detroit Pistons,82,Los Angeles Clippers,114,Box Score,,19060,,1
Tue Nov 8 2016,7:00p,Atlanta Hawks,110,Cleveland Cavaliers,106,Box Score,,20562,,0
Tue Nov 8 2016,7:30p,Minnesota Timberwolves,110,Brooklyn Nets,119,Box Score,,13610,,1
Tue Nov 8 2016,8:00p,Denver Nuggets,107,Memphis Grizzlies,108,Box Score,,15109,,1
Tue Nov 8 2016,10:00p,Phoenix Suns,121,Portland Trail Blazers,124,Box Score,,19239,,1
Tue Nov 8 2016,10:30p,Dallas Mavericks,109,Los Angeles Lakers,97,Box Score,,18997,,0
Tue Nov 8 2016,10:30p,New Orleans Pelicans,94,Sacramento Kings,102,Box Score,,17608,,1
Wed Nov 9 2016,7:00p,Utah Jazz,98,Charlotte Hornets,104,Box Score,,15712,,1
Wed Nov 9 2016,7:00p,Philadelphia 76ers,115,Indiana Pacers,122,Box Score,OT,15360,,1
Wed Nov 9 2016,7:00p,Brooklyn Nets,96,New York Knicks,110,Box Score,,19812,,1
Wed Nov 9 2016,7:00p,Minnesota Timberwolves,123,Orlando Magic,107,Box Score,,17102,,0
Wed Nov 9 2016,7:00p,Boston Celtics,93,Washington Wizards,118,Box Score,,12675,,1
Wed Nov 9 2016,7:30p,Chicago Bulls,107,Atlanta Hawks,115,Box Score,,16354,,1
Wed Nov 9 2016,8:00p,Toronto Raptors,112,Oklahoma City Thunder,102,Box Score,,18203,,0
Wed Nov 9 2016,9:00p,Detroit Pistons,100,Phoenix Suns,107,Box Score,,16719,,1
Wed Nov 9 2016,9:30p,Houston Rockets,101,San Antonio Spurs,99,Box Score,,18418,,0
Wed Nov 9 2016,10:30p,Dallas Mavericks,95,Golden State Warriors,116,Box Score,,19596,,1
Wed Nov 9 2016,10:30p,Portland Trail Blazers,80,Los Angeles Clippers,111,Box Score,,19060,,1
Thu Nov 10 2016,8:00p,Chicago Bulls,98,Miami Heat,95,Box Score,,19600,,0
Thu Nov 10 2016,8:00p,New Orleans Pelicans,112,Milwaukee Bucks,106,Box Score,,12159,,0
Thu Nov 10 2016,9:00p,Golden State Warriors,125,Denver Nuggets,101,Box Score,,17569,,0
Thu Nov 10 2016,10:30p,Los Angeles Lakers,101,Sacramento Kings,91,Box Score,,17608,,0
Fri Nov 11 2016,7:00p,Toronto Raptors,113,Charlotte Hornets,111,Box Score,,18107,,0
Fri Nov 11 2016,7:00p,Utah Jazz,87,Orlando Magic,74,Box Score,,18846,,0
Fri Nov 11 2016,7:00p,Indiana Pacers,105,Philadelphia 76ers,109,Box Score,OT,17643,,1
Fri Nov 11 2016,7:00p,Cleveland Cavaliers,105,Washington Wizards,94,Box Score,,20356,,0
Fri Nov 11 2016,7:30p,New York Knicks,87,Boston Celtics,115,Box Score,,18624,,1
Fri Nov 11 2016,8:00p,Los Angeles Clippers,110,Oklahoma City Thunder,108,Box Score,,18203,,0
Fri Nov 11 2016,8:30p,Detroit Pistons,86,San Antonio Spurs,96,Box Score,,18418,,1
Fri Nov 11 2016,10:00p,Sacramento Kings,120,Portland Trail Blazers,122,Box Score,OT,19918,,1
Sat Nov 12 2016,7:00p,Boston Celtics,105,Indiana Pacers,99,Box Score,,17923,,0
Sat Nov 12 2016,7:00p,Los Angeles Lakers,126,New Orleans Pelicans,99,Box Score,,17138,,0
Sat Nov 12 2016,7:30p,Philadelphia 76ers,96,Atlanta Hawks,117,Box Score,,17399,,1
Sat Nov 12 2016,7:30p,New York Knicks,107,Toronto Raptors,118,Box Score,,19800,,1
Sat Nov 12 2016,8:00p,Washington Wizards,95,Chicago Bulls,106,Box Score,,21962,,1
Sat Nov 12 2016,8:00p,San Antonio Spurs,106,Houston Rockets,100,Box Score,,18055,,0
Sat Nov 12 2016,8:00p,Utah Jazz,102,Miami Heat,91,Box Score,,19600,,0
Sat Nov 12 2016,8:00p,Los Angeles Clippers,119,Minnesota Timberwolves,105,Box Score,,14494,,0
Sat Nov 12 2016,8:30p,Memphis Grizzlies,96,Milwaukee Bucks,106,Box Score,,14327,,1
Sat Nov 12 2016,9:00p,Detroit Pistons,106,Denver Nuggets,95,Box Score,,13997,,0
Sat Nov 12 2016,9:00p,Brooklyn Nets,122,Phoenix Suns,104,Box Score,,17126,,0
Sun Nov 13 2016,3:30p,Charlotte Hornets,93,Cleveland Cavaliers,100,Box Score,,20562,,1
Sun Nov 13 2016,7:00p,Los Angeles Lakers,99,Minnesota Timberwolves,125,Box Score,,14432,,1
Sun Nov 13 2016,7:00p,Orlando Magic,119,Oklahoma City Thunder,117,Box Score,,18203,,0
Sun Nov 13 2016,8:00p,Phoenix Suns,120,Golden State Warriors,133,Box Score,,19596,,1
Sun Nov 13 2016,9:00p,Denver Nuggets,105,Portland Trail Blazers,112,Box Score,,19362,,1
Mon Nov 14 2016,7:00p,Orlando Magic,69,Indiana Pacers,88,Box Score,,14825,,1
Mon Nov 14 2016,7:30p,Oklahoma City Thunder,88,Detroit Pistons,104,Box Score,,14172,,1
Mon Nov 14 2016,7:30p,Dallas Mavericks,77,New York Knicks,93,Box Score,,19812,,1
Mon Nov 14 2016,8:00p,Philadelphia 76ers,88,Houston Rockets,115,Box Score,,13183,,1
Mon Nov 14 2016,8:00p,Boston Celtics,105,New Orleans Pelicans,106,Box Score,,15001,,1
Mon Nov 14 2016,8:30p,Miami Heat,90,San Antonio Spurs,94,Box Score,,18418,,1
Mon Nov 14 2016,9:00p,Memphis Grizzlies,102,Utah Jazz,96,Box Score,,18176,,0
Mon Nov 14 2016,10:30p,Brooklyn Nets,95,Los Angeles Clippers,127,Box Score,,19060,,1
Tue Nov 15 2016,7:00p,Toronto Raptors,117,Cleveland Cavaliers,121,Box Score,,20562,,1
Tue Nov 15 2016,7:30p,Atlanta Hawks,93,Miami Heat,90,Box Score,,19600,,0
Tue Nov 15 2016,8:00p,Charlotte Hornets,115,Minnesota Timberwolves,108,Box Score,,10349,,0
Tue Nov 15 2016,10:00p,Chicago Bulls,113,Portland Trail Blazers,88,Box Score,,19393,,0
Tue Nov 15 2016,10:30p,Brooklyn Nets,118,Los Angeles Lakers,125,Box Score,,18426,,1
Wed Nov 16 2016,7:00p,Cleveland Cavaliers,93,Indiana Pacers,103,Box Score,,17022,,1
Wed Nov 16 2016,7:00p,New Orleans Pelicans,82,Orlando Magic,89,Box Score,,16127,,1
Wed Nov 16 2016,7:00p,Washington Wizards,102,Philadelphia 76ers,109,Box Score,,14863,,1
Wed Nov 16 2016,7:30p,Milwaukee Bucks,100,Atlanta Hawks,107,Box Score,,14656,,1
Wed Nov 16 2016,7:30p,Dallas Mavericks,83,Boston Celtics,90,Box Score,,18624,,1
Wed Nov 16 2016,7:30p,Detroit Pistons,102,New York Knicks,105,Box Score,,19812,,1
Wed Nov 16 2016,8:00p,Houston Rockets,103,Oklahoma City Thunder,105,Box Score,,18203,,1
Wed Nov 16 2016,8:00p,Golden State Warriors,127,Toronto Raptors,121,Box Score,,21050,,0
Wed Nov 16 2016,9:00p,Phoenix Suns,104,Denver Nuggets,120,Box Score,,10247,,1
Wed Nov 16 2016,10:30p,Memphis Grizzlies,111,Los Angeles Clippers,107,Box Score,,19060,,0
Wed Nov 16 2016,10:30p,San Antonio Spurs,110,Sacramento Kings,105,Box Score,,17608,,0
Thu Nov 17 2016,7:00p,New York Knicks,112,Washington Wizards,119,Box Score,,16704,,1
Thu Nov 17 2016,7:30p,Milwaukee Bucks,73,Miami Heat,96,Box Score,,19600,,1
Thu Nov 17 2016,8:00p,Portland Trail Blazers,109,Houston Rockets,126,Box Score,,15550,,1
Thu Nov 17 2016,8:00p,Philadelphia 76ers,86,Minnesota Timberwolves,110,Box Score,,16866,,1
Thu Nov 17 2016,10:30p,Chicago Bulls,85,Utah Jazz,77,Box Score,,19911,,0
Fri Nov 18 2016,7:00p,Atlanta Hawks,96,Charlotte Hornets,100,Box Score,,17989,,1
Fri Nov 18 2016,7:00p,Phoenix Suns,116,Indiana Pacers,96,Box Score,,16780,,0
Fri Nov 18 2016,7:30p,Detroit Pistons,81,Cleveland Cavaliers,104,Box Score,,20562,,1
Fri Nov 18 2016,8:00p,Golden State Warriors,104,Boston Celtics,88,Box Score,,18624,,0
Fri Nov 18 2016,8:00p,Portland Trail Blazers,101,New Orleans Pelicans,113,Box Score,,15552,,1
Fri Nov 18 2016,8:00p,Brooklyn Nets,105,Oklahoma City Thunder,124,Box Score,,18203,,1
Fri Nov 18 2016,8:30p,Memphis Grizzlies,80,Dallas Mavericks,64,Box Score,,19715,,0
Fri Nov 18 2016,9:00p,Toronto Raptors,113,Denver Nuggets,111,Box Score,OT,12476,,0
Fri Nov 18 2016,10:30p,San Antonio Spurs,116,Los Angeles Lakers,107,Box Score,,18997,,0
Fri Nov 18 2016,10:30p,Los Angeles Clippers,121,Sacramento Kings,115,Box Score,,17608,,0
Sat Nov 19 2016,5:00p,Utah Jazz,102,Houston Rockets,111,Box Score,,14760,,1
Sat Nov 19 2016,7:00p,Boston Celtics,94,Detroit Pistons,92,Box Score,,16107,,0
Sat Nov 19 2016,7:00p,Charlotte Hornets,116,New Orleans Pelicans,121,Box Score,OT,15739,,1
Sat Nov 19 2016,7:00p,Dallas Mavericks,87,Orlando Magic,95,Box Score,,18846,,1
Sat Nov 19 2016,7:00p,Miami Heat,114,Washington Wizards,111,Box Score,,15848,,0
Sat Nov 19 2016,7:30p,Phoenix Suns,105,Philadelphia 76ers,120,Box Score,,18125,,1
Sat Nov 19 2016,8:00p,Minnesota Timberwolves,71,Memphis Grizzlies,93,Box Score,,17112,,1
Sat Nov 19 2016,8:30p,Golden State Warriors,124,Milwaukee Bucks,121,Box Score,,18717,,0
Sat Nov 19 2016,10:30p,Chicago Bulls,95,Los Angeles Clippers,102,Box Score,,19060,,1
Sun Nov 20 2016,12:00p,Atlanta Hawks,94,New York Knicks,104,Box Score,,19812,,1
Sun Nov 20 2016,3:30p,Portland Trail Blazers,129,Brooklyn Nets,109,Box Score,,16608,,0
Sun Nov 20 2016,7:00p,Indiana Pacers,115,Oklahoma City Thunder,111,Box Score,OT,18203,,0
Sun Nov 20 2016,9:00p,Utah Jazz,91,Denver Nuggets,105,Box Score,,12565,,1
Sun Nov 20 2016,9:00p,Toronto Raptors,99,Sacramento Kings,102,Box Score,,17608,,1
Sun Nov 20 2016,9:30p,Chicago Bulls,118,Los Angeles Lakers,110,Box Score,,18997,,0
Mon Nov 21 2016,7:00p,Memphis Grizzlies,105,Charlotte Hornets,90,Box Score,,14181,,0
Mon Nov 21 2016,7:00p,Golden State Warriors,120,Indiana Pacers,83,Box Score,,17923,,0
Mon Nov 21 2016,7:00p,Miami Heat,94,Philadelphia 76ers,101,Box Score,,16477,,1
Mon Nov 21 2016,7:00p,Phoenix Suns,101,Washington Wizards,106,Box Score,,12790,,1
Mon Nov 21 2016,7:30p,Houston Rockets,99,Detroit Pistons,96,Box Score,,13632,,0
Mon Nov 21 2016,8:00p,Orlando Magic,89,Milwaukee Bucks,93,Box Score,,12306,,1
Mon Nov 21 2016,8:00p,Boston Celtics,99,Minnesota Timberwolves,93,Box Score,,13167,,0
Mon Nov 21 2016,8:30p,Dallas Mavericks,91,San Antonio Spurs,96,Box Score,,18418,,1
Mon Nov 21 2016,10:30p,Toronto Raptors,115,Los Angeles Clippers,123,Box Score,,19060,,1
Tue Nov 22 2016,7:30p,New Orleans Pelicans,112,Atlanta Hawks,94,Box Score,,19120,,0
Tue Nov 22 2016,7:30p,Portland Trail Blazers,103,New York Knicks,107,Box Score,,19812,,1
Tue Nov 22 2016,9:00p,Chicago Bulls,107,Denver Nuggets,110,Box Score,,14328,,1
Tue Nov 22 2016,10:30p,Oklahoma City Thunder,109,Los Angeles Lakers,111,Box Score,,18997,,1
Wed Nov 23 2016,7:00p,San Antonio Spurs,119,Charlotte Hornets,114,Box Score,,18515,,0
Wed Nov 23 2016,7:00p,Portland Trail Blazers,125,Cleveland Cavaliers,137,Box Score,,20562,,1
Wed Nov 23 2016,7:00p,Atlanta Hawks,96,Indiana Pacers,85,Box Score,,16032,,0
Wed Nov 23 2016,7:00p,Phoenix Suns,92,Orlando Magic,87,Box Score,,17069,,0
Wed Nov 23 2016,7:00p,Memphis Grizzlies,104,Philadelphia 76ers,99,Box Score,2OT,15880,,0
Wed Nov 23 2016,7:30p,Boston Celtics,111,Brooklyn Nets,92,Box Score,,16210,,0
Wed Nov 23 2016,7:30p,Miami Heat,84,Detroit Pistons,107,Box Score,,14520,,1
Wed Nov 23 2016,8:00p,Toronto Raptors,115,Houston Rockets,102,Box Score,,18055,,0
Wed Nov 23 2016,8:30p,Los Angeles Clippers,124,Dallas Mavericks,104,Box Score,,20042,,0
Wed Nov 23 2016,9:00p,Denver Nuggets,83,Utah Jazz,108,Box Score,,19229,,1
Wed Nov 23 2016,9:30p,Minnesota Timberwolves,96,New Orleans Pelicans,117,Box Score,,15555,,1
Wed Nov 23 2016,10:30p,Los Angeles Lakers,106,Golden State Warriors,149,Box Score,,19596,,1
Wed Nov 23 2016,10:30p,Oklahoma City Thunder,101,Sacramento Kings,116,Box Score,,17608,,1
Fri Nov 25 2016,1:00p,San Antonio Spurs,109,Boston Celtics,103,Box Score,,18624,,0
Fri Nov 25 2016,7:00p,Washington Wizards,94,Orlando Magic,91,Box Score,,17103,,0
Fri Nov 25 2016,7:30p,Dallas Mavericks,90,Cleveland Cavaliers,128,Box Score,,20562,,1
Fri Nov 25 2016,7:30p,Los Angeles Clippers,97,Detroit Pistons,108,Box Score,,17023,,1
Fri Nov 25 2016,7:30p,Charlotte Hornets,111,New York Knicks,113,Box Score,OT,19812,,1
Fri Nov 25 2016,7:30p,Chicago Bulls,105,Philadelphia 76ers,89,Box Score,,18234,,0
Fri Nov 25 2016,8:00p,Brooklyn Nets,97,Indiana Pacers,118,Box Score,,16083,,1
Fri Nov 25 2016,8:00p,Miami Heat,90,Memphis Grizzlies,81,Box Score,,17222,,0
Fri Nov 25 2016,8:00p,Toronto Raptors,105,Milwaukee Bucks,99,Box Score,,16223,,0
Fri Nov 25 2016,8:00p,Atlanta Hawks,68,Utah Jazz,95,Box Score,,19911,,1
Fri Nov 25 2016,9:00p,Oklahoma City Thunder,132,Denver Nuggets,129,Box Score,OT,14327,,0
Fri Nov 25 2016,9:00p,Minnesota Timberwolves,98,Phoenix Suns,85,Box Score,,16728,,0
Fri Nov 25 2016,10:00p,New Orleans Pelicans,104,Portland Trail Blazers,119,Box Score,,19393,,1
Fri Nov 25 2016,10:30p,Golden State Warriors,109,Los Angeles Lakers,85,Box Score,,18997,,0
Fri Nov 25 2016,10:30p,Houston Rockets,117,Sacramento Kings,104,Box Score,,17608,,0
Sat Nov 26 2016,7:00p,New York Knicks,102,Charlotte Hornets,107,Box Score,,19195,,1
Sat Nov 26 2016,7:00p,San Antonio Spurs,112,Washington Wizards,100,Box Score,,17066,,0
Sat Nov 26 2016,8:00p,Memphis Grizzlies,110,Miami Heat,107,Box Score,,19600,,0
Sat Nov 26 2016,8:00p,Detroit Pistons,88,Oklahoma City Thunder,106,Box Score,,18203,,1
Sat Nov 26 2016,10:30p,Minnesota Timberwolves,102,Golden State Warriors,115,Box Score,,19596,,1
Sun Nov 27 2016,1:00p,Cleveland Cavaliers,112,Philadelphia 76ers,108,Box Score,,19311,,0
Sun Nov 27 2016,3:30p,Denver Nuggets,120,Phoenix Suns,114,Box Score,,15365,,0
Sun Nov 27 2016,6:00p,Sacramento Kings,122,Brooklyn Nets,105,Box Score,,13646,,0
Sun Nov 27 2016,6:00p,Los Angeles Clippers,70,Indiana Pacers,91,Box Score,,15572,,1
Sun Nov 27 2016,6:00p,Milwaukee Bucks,104,Orlando Magic,96,Box Score,,16521,,0
Sun Nov 27 2016,7:00p,New Orleans Pelicans,81,Dallas Mavericks,91,Box Score,,19302,,1
Sun Nov 27 2016,9:00p,Houston Rockets,130,Portland Trail Blazers,114,Box Score,,19393,,0
Sun Nov 27 2016,9:30p,Atlanta Hawks,94,Los Angeles Lakers,109,Box Score,,18997,,1
Mon Nov 28 2016,7:00p,Sacramento Kings,95,Washington Wizards,101,Box Score,OT,12571,,1
Mon Nov 28 2016,7:30p,Boston Celtics,112,Miami Heat,104,Box Score,,19600,,0
Mon Nov 28 2016,7:30p,Oklahoma City Thunder,112,New York Knicks,103,Box Score,,19812,,0
Mon Nov 28 2016,7:30p,Philadelphia 76ers,95,Toronto Raptors,122,Box Score,,19800,,1
Mon Nov 28 2016,8:00p,Charlotte Hornets,104,Memphis Grizzlies,85,Box Score,,13143,,0
Mon Nov 28 2016,8:00p,Utah Jazz,112,Minnesota Timberwolves,103,Box Score,,9384,,0
Mon Nov 28 2016,10:30p,Atlanta Hawks,100,Golden State Warriors,105,Box Score,,19596,,1
Tue Nov 29 2016,7:00p,Detroit Pistons,112,Charlotte Hornets,89,Box Score,,14266,,0
Tue Nov 29 2016,7:30p,Los Angeles Clippers,122,Brooklyn Nets,127,Box Score,2OT,15681,,1
Tue Nov 29 2016,8:00p,Cleveland Cavaliers,101,Milwaukee Bucks,118,Box Score,,16559,,1
Tue Nov 29 2016,8:00p,Los Angeles Lakers,88,New Orleans Pelicans,105,Box Score,,14024,,1
Tue Nov 29 2016,8:30p,Orlando Magic,95,San Antonio Spurs,83,Box Score,,18418,,0
Tue Nov 29 2016,9:00p,Houston Rockets,101,Utah Jazz,120,Box Score,,19911,,1
Wed Nov 30 2016,7:30p,Detroit Pistons,121,Boston Celtics,114,Box Score,,17338,,0
Wed Nov 30 2016,7:30p,Memphis Grizzlies,105,Toronto Raptors,120,Box Score,,19800,,1
Wed Nov 30 2016,8:00p,Los Angeles Lakers,96,Chicago Bulls,90,Box Score,,21773,,0
Wed Nov 30 2016,8:00p,New York Knicks,106,Minnesota Timberwolves,104,Box Score,,13987,,0
Wed Nov 30 2016,8:00p,Washington Wizards,115,Oklahoma City Thunder,126,Box Score,OT,18203,,1
Wed Nov 30 2016,8:30p,San Antonio Spurs,94,Dallas Mavericks,87,Box Score,,19245,,0
Wed Nov 30 2016,9:00p,Miami Heat,106,Denver Nuggets,98,Box Score,,11471,,0
Wed Nov 30 2016,9:00p,Atlanta Hawks,107,Phoenix Suns,109,Box Score,,15909,,1
Wed Nov 30 2016,10:00p,Indiana Pacers,109,Portland Trail Blazers,131,Box Score,,19107,,1
Thu Dec 1 2016,7:00p,Dallas Mavericks,87,Charlotte Hornets,97,Box Score,,14471,,1
Thu Dec 1 2016,7:30p,Milwaukee Bucks,111,Brooklyn Nets,93,Box Score,,12675,,0
Thu Dec 1 2016,8:00p,Los Angeles Clippers,113,Cleveland Cavaliers,94,Box Score,,20562,,0
Thu Dec 1 2016,8:00p,Orlando Magic,94,Memphis Grizzlies,95,Box Score,,13344,,1
Thu Dec 1 2016,9:00p,Miami Heat,111,Utah Jazz,110,Box Score,,19073,,0
Thu Dec 1 2016,10:30p,Houston Rockets,132,Golden State Warriors,127,Box Score,2OT,19596,,0
Fri Dec 2 2016,7:00p,Orlando Magic,105,Philadelphia 76ers,88,Box Score,,13711,,0
Fri Dec 2 2016,7:30p,Sacramento Kings,92,Boston Celtics,97,Box Score,,18624,,1
Fri Dec 2 2016,7:30p,Minnesota Timberwolves,114,New York Knicks,118,Box Score,,19812,,1
Fri Dec 2 2016,7:30p,Los Angeles Lakers,80,Toronto Raptors,113,Box Score,,19800,,1
Fri Dec 2 2016,8:00p,Detroit Pistons,121,Atlanta Hawks,85,Box Score,,15500,,0
Fri Dec 2 2016,8:00p,Cleveland Cavaliers,105,Chicago Bulls,111,Box Score,,21775,,1
Fri Dec 2 2016,8:00p,Los Angeles Clippers,114,New Orleans Pelicans,96,Box Score,,16538,,0
Fri Dec 2 2016,8:30p,Washington Wizards,105,San Antonio Spurs,107,Box Score,,18418,,1
Fri Dec 2 2016,10:30p,Houston Rockets,128,Denver Nuggets,110,Box Score,,15549,,0
